Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	stationaryDist[1]	stationaryDist[2]	tree_length
4788	-2365.417	-2436.355	70.93784	0.0586113	0.0631773	0.0121848	0.0340146	0.0617299	0.0394653	0.0464487	0.00728764	0.0808494	0.0209163	0.0441036	0.0942584	0.0200945	0.0253883	0.00164479	0.0121984	0.00698815	0.0389545	0.0212053	0.0184562	0.0132145	0.0134221	0.00603738	0.0101009	0.00935119	0.00459947	0.00688462	0.0117133	0.00620802	0.0203268	0.0151098	0.00169083	0.00541065	0.0197547	0.00593589	0.00558968	0.0578413	0.0487046	0.0173286	0.00801208	0.0178559	0.0242788	0.0144464	0.00331762	0.00897802	0.0111942	0.00471011	0.129494	0.0862164	0.00847806	0.038651	0.9890804	1.01092	0.088182	0.305956	0.691091	1.44699	3.26844	11.3402	1.755866	1.02208	0.0436475	0.0470477	0.00907391	0.0253304	0.0459698	0.0293896	0.03459	0.00542706	0.060208	0.0155763	0.0328437	0.0701936	0.0149642	0.0189065	0.00122487	0.00908405	0.00520403	0.0290092	0.0157915	0.0137442	0.00984075	0.00999536	0.004496	0.00752207	0.00696377	0.0034252	0.00512693	0.00872281	0.00462307	0.0151372	0.0112522	0.00125915	0.00402928	0.0147112	0.00442042	0.0041626	0.043074	0.03627	0.0129045	0.00596654	0.0132972	0.0180803	0.0107581	0.00247061	0.00668587	0.00833628	0.00350759	0.0964336	0.0642048	0.00631355	0.0287832	0.50546	0.49454	1.342835
4824	-2363.398	-2434.124	70.72566	0.0747624	0.0743878	0.0201179	0.0710552	0.0338949	0.066575	0.0818626	0.0352746	0.0337105	0.0251461	0.0547718	0.0946158	0.0272736	0.0250564	0.0111476	0.012043	0.0195953	0.0621579	0.0383031	0.0222277	0.0251422	0.00748447	0.00503915	0.0345646	0.00744234	0.0052376	0.00343483	0.00735144	0.014249	0.0293512	0.0108332	0.0057833	0.00985248	0.0101805	0.0216065	0.00185776	0.0541601	0.0361435	0.0204633	0.0217381	0.00476378	0.0340367	0.0047475	0.013504	0.0198615	0.0166088	0.00641018	0.142236	0.163188	0.00756403	0.0498554	1.017691	0.9823092	0.112973	0.34525	0.71764	1.39346	2.89645	8.85164	1.576726	0.9652335	0.0445366	0.0443135	0.0119844	0.0423283	0.0201915	0.0396594	0.0487663	0.0210134	0.0200817	0.0149798	0.0326281	0.0563635	0.0162471	0.0149263	0.00664071	0.00717414	0.0116731	0.037028	0.0228175	0.0132412	0.0149775	0.00445857	0.00300187	0.0205904	0.00443347	0.00312008	0.00204616	0.00437932	0.00848825	0.0174848	0.00645344	0.00344516	0.00586921	0.00606463	0.0128712	0.00110669	0.0322637	0.021531	0.0121902	0.0129496	0.00283783	0.020276	0.00282813	0.00804447	0.0118317	0.00989404	0.0038186	0.0847313	0.0972128	0.00450596	0.0296993	0.491155	0.508845	1.678672
4860	-2360.7	-2430.112	69.41165	0.122263	0.0985491	0.0407	0.0483361	0.0944146	0.181272	0.0580983	0.0426308	0.060066	0.0233112	0.0686652	0.193922	0.0486128	0.0326021	0.00161714	0.0358204	0.0177737	0.0643543	0.0384743	0.0599964	0.0161641	0.025099	0.013859	0.00751925	0.0315029	0.0137772	0.00867028	0.00640182	0.00851492	0.0183392	0.0321747	0.00837861	0.0401513	0.0243309	0.0232629	0.0032704	0.0640209	0.0223047	0.0249336	0.0396297	0.0169296	0.0693811	0.0217316	0.0158206	0.0432684	0.0233769	0.0377392	0.248938	0.201524	0.00664764	0.106906	0.888725	1.111275	0.167609	0.418493	0.762033	1.31228	2.38953	5.96625	1.291487	1.250415	0.0478328	0.0385553	0.015923	0.0189105	0.0369377	0.070919	0.0227297	0.0166784	0.0234996	0.00912	0.0268638	0.0758678	0.0190187	0.0127549	0.000632672	0.014014	0.00695359	0.0251773	0.0150523	0.0234723	0.00632387	0.00981947	0.00542203	0.00294175	0.0123249	0.00539003	0.00339206	0.00250458	0.00333129	0.00717481	0.0125877	0.00327796	0.0157083	0.00951897	0.00910112	0.00127947	0.0250468	0.00872625	0.00975475	0.0155043	0.00662336	0.0271439	0.00850205	0.00618948	0.0169278	0.0091457	0.0147647	0.0973918	0.0788419	0.00260075	0.0418247	0.555638	0.444362	2.556048
4896	-2374.052	-2444.796	70.74334	0.108894	0.0937894	0.0592315	0.051347	0.0399455	0.119764	0.0352889	0.0124295	0.0393542	0.0252748	0.0398533	0.071983	0.0156508	0.0168292	0.00194182	0.0258282	0.00841717	0.0673713	0.0415366	0.0392345	0.028982	0.0172091	0.00692036	0.00886821	0.0229081	0.00307761	0.00619093	0.00249596	0.00813827	0.0267259	0.0207589	0.00801936	0.020512	0.0134828	0.00179219	0.00155825	0.0435565	0.0511205	0.0257601	0.0221065	0.0183469	0.041965	0.0129306	0.00283439	0.0100865	0.035008	0.00619383	0.17399	0.156336	0.00276729	0.03998	0.987927	1.012073	0.145859	0.391064	0.746086	1.34033	2.55713	6.85596	1.391993	1.024441	0.0620625	0.0534538	0.0337581	0.0292645	0.0227663	0.0682575	0.0201124	0.00708399	0.0224293	0.014405	0.0227138	0.0410256	0.00891992	0.00959152	0.00110671	0.0147204	0.00479724	0.0383973	0.0236732	0.0223611	0.0165178	0.00980808	0.00394415	0.0050543	0.0130561	0.00175404	0.00352843	0.00142254	0.00463829	0.015232	0.0118312	0.00457051	0.0116905	0.00768429	0.00102143	0.000888101	0.0248244	0.0291354	0.0146816	0.0125992	0.0104566	0.0239173	0.00736961	0.00161542	0.00574865	0.0199523	0.00353008	0.099163	0.0891013	0.00157717	0.022786	0.506037	0.493963	1.754586
4932	-2362.415	-2431.542	69.12782	0.167086	0.111488	0.0240547	0.0179672	0.0946237	0.132088	0.0703455	0.00942741	0.0975664	0.0542523	0.14208	0.149607	0.0413712	0.0221684	0.0113411	0.0317343	0.0297774	0.0625829	0.0645448	0.0295684	0.0547651	0.0280784	0.0195098	0.0242531	0.0402439	0.00675436	0.00956557	0.0126265	0.00233571	0.0539314	0.0296125	0.01186	0.0194724	0.0289667	0.0283973	0.017385	0.0533498	0.0555712	0.0349679	0.0333957	0.0395182	0.0082694	0.014467	0.0140132	0.0254216	0.0370437	0.0673117	0.270118	0.197024	0.00353821	0.0814498	0.8407851	1.159215	0.175259	0.427701	0.767225	1.3034	2.33808	5.70586	1.259219	1.378729	0.0621856	0.0414932	0.0089526	0.00668698	0.0352168	0.0491603	0.026181	0.00350867	0.036312	0.0201915	0.052879	0.0556802	0.0153974	0.00825059	0.0042209	0.0118108	0.0110825	0.0232919	0.0240221	0.0110047	0.0203823	0.0104501	0.00726111	0.00902646	0.0149779	0.00251382	0.00356009	0.00469931	0.000869298	0.0200721	0.0110211	0.00441401	0.00724717	0.0107808	0.0105688	0.00647032	0.0198556	0.0206823	0.0130143	0.0124291	0.0147078	0.00307768	0.0053843	0.00521541	0.00946134	0.0137868	0.0250519	0.100532	0.0733278	0.00131684	0.0303138	0.579607	0.420393	2.68689
4968	-2363.737	-2434.331	70.59396	0.0748403	0.107941	0.02794	0.0543387	0.0432732	0.084614	0.0543497	0.0216552	0.035474	0.0114873	0.0515795	0.0661775	0.0112966	0.0157119	0.0107776	0.0116177	0.0132888	0.0466915	0.0219295	0.019632	0.00292756	0.00903325	0.00957012	0.00414385	0.0160973	0.0039093	0.00325883	0.00788164	0.000339659	0.0108857	0.0194262	0.000438963	0.00931447	0.00676712	0.0244896	0.00773083	0.0197188	0.0192057	0.00953386	0.0165124	0.00543726	0.0184007	0.00444462	0.00220203	0.0205139	0.00776397	0.0153039	0.13258	0.123072	0.00884156	0.0282735	0.8071742	1.192826	0.0953032	0.317767	0.699305	1.42999	3.14696	10.4928	1.699712	1.47778	0.0553293	0.0798004	0.020656	0.0401725	0.0319918	0.062555	0.0401806	0.0160097	0.0262259	0.00849252	0.0381326	0.0489249	0.00835157	0.0116158	0.00796788	0.00858894	0.00982437	0.034519	0.0162124	0.0145139	0.00216434	0.00667827	0.00707517	0.00306354	0.0119007	0.00289014	0.00240925	0.00582688	0.000251109	0.00804776	0.0143617	0.000324524	0.00688617	0.00500292	0.0181051	0.00571539	0.014578	0.0141987	0.00704837	0.0122076	0.00401975	0.0136036	0.0032859	0.00162796	0.0151659	0.00573989	0.0113142	0.0980163	0.0909866	0.00653655	0.0209025	0.596413	0.403587	1.352634
5004	-2389.846	-2461.053	71.20715	0.0561704	0.0649327	0.0340439	0.0412309	0.0367966	0.0486593	0.0787749	0.0334757	0.0539731	0.0380373	0.0626177	0.0946025	0.0143421	0.00814969	0.00171953	0.017833	0.00894353	0.0448808	0.029394	0.010021	0.0353488	0.00830737	0.0314034	0.0108909	0.0036136	0.0174047	0.0092183	0.00772213	0.000740765	0.0173674	0.0204341	0.000881641	0.00997059	0.00938775	0.0150091	0.000572989	0.03201	0.0206826	0.00144944	0.049815	0.0422108	0.00885733	0.0128759	0.00776743	0.00555485	0.0264825	0.00187934	0.11155	0.0962425	0.00993867	0.0354005	1.074633	0.9253675	0.120303	0.355998	0.724536	1.38019	2.809	8.31237	1.531275	0.8611013	0.0390184	0.045105	0.0236484	0.0286407	0.0255605	0.0338008	0.0547204	0.0232536	0.037492	0.0264223	0.0434969	0.0657149	0.00996266	0.00566112	0.00119446	0.0123875	0.00621255	0.0311761	0.0204183	0.00696104	0.0245548	0.00577065	0.0218141	0.00756529	0.00251016	0.01209	0.00640342	0.00536412	0.000514567	0.0120641	0.0141944	0.000612425	0.00692599	0.00652113	0.010426	0.000398022	0.0222355	0.014367	0.00100684	0.0346036	0.0293214	0.00615268	0.00894411	0.00539558	0.00385863	0.0183959	0.00130547	0.0774877	0.0668541	0.00690382	0.0245907	0.462684	0.537316	1.439589
5040	-2375.133	-2445.068	69.93539	0.202182	0.0670835	0.0353003	0.0907966	0.0978106	0.0872604	0.111387	0.0705145	0.0652135	0.0256366	0.0754961	0.131069	0.0258938	0.0315924	0.00875533	0.0285338	0.0238253	0.113588	0.0335584	0.0204475	0.00875314	0.0240565	4.95637e-05	0.0192504	0.0488782	0.0143881	0.0133509	0.111892	0.00931864	0.0202424	0.0237736	0.00279984	0.0245014	0.0688647	0.0301162	0.0125987	0.037588	0.0189576	0.00264338	0.0316433	0.044814	0.0157644	0.016492	0.00643236	0.0213504	0.127463	0.0133002	0.00156213	0.0131538	0.0100954	0.0383583	0.9049175	1.095083	0.14473	0.389585	0.745204	1.34191	2.56683	6.90942	1.39761	1.210146	0.0928123	0.0307949	0.0162047	0.0416804	0.0449002	0.0400571	0.0511327	0.0323699	0.0299365	0.0117686	0.0346567	0.0601674	0.0118866	0.0145026	0.00401916	0.0130985	0.0109371	0.052143	0.0154051	0.00938649	0.00401816	0.0110432	2.27524e-05	0.00883694	0.0224377	0.00660491	0.00612878	0.0513645	0.00427775	0.00929235	0.0109133	0.00128527	0.0112475	0.0316126	0.0138249	0.00578348	0.0172549	0.00870254	0.00121345	0.014526	0.020572	0.00723667	0.0075707	0.0029528	0.00980095	0.0585124	0.0061055	0.000717102	0.00603827	0.00463434	0.0176085	0.547541	0.452459	2.178399
5076	-2364.652	-2435.044	70.39148	0.0957602	0.0655678	0.0274023	0.062134	0.0851346	0.114144	0.0433892	0.00657947	0.0640074	0.0233659	0.0684848	0.0560239	0.0164409	0.0216851	0.00498799	0.0221316	0.0127226	0.0564756	0.0268266	0.0320811	0.0249478	0.0241647	0.0100338	0.0138124	0.0163563	0.0237822	0.00543001	0.121755	0.0404488	0.0140124	0.0204702	0.00680579	0.0218971	0.053519	0.0211726	0.0271549	0.0431314	0.0138227	0.000629752	0.00580208	0.0744314	0.0130906	0.00657163	0.0167897	0.0135226	0.172797	0.0500122	0.000440116	0.0103548	0.0128827	0.0392021	0.9225948	1.077405	0.124057	0.361373	0.727931	1.37376	2.76722	8.06084	1.509057	1.167799	0.0524832	0.0359357	0.0150183	0.0340537	0.0466596	0.0625588	0.0237802	0.003606	0.0350804	0.0128061	0.0375344	0.030705	0.00901073	0.0118849	0.00273376	0.0121297	0.00697288	0.0309525	0.0147028	0.0175827	0.0136731	0.0132439	0.00549923	0.00757012	0.00896437	0.0130343	0.00297602	0.0667299	0.0221687	0.00767974	0.0112191	0.00373004	0.0120011	0.0293321	0.011604	0.0148828	0.023639	0.0075758	0.000345147	0.00317994	0.0407935	0.00717452	0.0036017	0.00920193	0.0074113	0.0947048	0.0274101	0.000241214	0.00567514	0.00706062	0.0214855	0.538703	0.461297	1.824589
5112	-2366.65	-2436.248	69.59733	0.155797	0.0749341	0.0468176	0.071297	0.0762043	0.193462	0.0824513	0.0215848	0.0842287	0.0312085	0.0470756	0.219467	0.0378803	0.0233694	0.0120391	0.0341376	0.0263824	0.0968306	0.0401045	0.0361355	0.0214249	0.0261883	0.0133517	0.0516988	0.0209101	0.00804664	0.00693709	0.198088	0.018981	0.0233564	0.0139112	0.00220391	0.0294183	0.0252648	0.045954	0.0333708	0.0460234	0.00796236	0.00067996	0.00477582	0.0202075	0.0234066	0.0176882	0.0335147	0.0100111	0.295709	0.0024235	0.00531742	0.0298048	0.00837805	0.00667802	0.8826003	1.1174	0.179594	0.432829	0.770083	1.29856	2.31038	5.56811	1.241549	1.266031	0.0632524	0.0304228	0.0190076	0.0289461	0.0309384	0.0785445	0.0334747	0.00876329	0.0341963	0.0126705	0.0191124	0.0891022	0.0153791	0.00948782	0.00488779	0.0138597	0.0107111	0.0393126	0.0162821	0.0146708	0.00869838	0.0106323	0.00542069	0.0209894	0.00848938	0.00326688	0.00281641	0.0804225	0.00770617	0.00948256	0.00564785	0.000894771	0.0119436	0.0102574	0.018657	0.0135483	0.0186852	0.00323267	0.00027606	0.00193895	0.00820409	0.00950292	0.00718129	0.0136067	0.00406445	0.120056	0.000983924	0.00215884	0.0121005	0.00340143	0.00271123	0.5587	0.4413	2.463094
5148	-2372.473	-2440.643	68.17063	0.128136	0.158109	0.0760325	0.053579	0.097399	0.294116	0.0532194	0.0117813	0.208157	0.0302136	0.133651	0.123865	0.0248511	0.0247412	0.0312673	0.033438	0.0122184	0.155049	0.070461	0.0390244	0.0303736	0.0264333	0.0155044	0.0552804	0.0178591	0.00176384	0.0146934	0.123441	0.015751	0.0843462	0.135039	0.00615645	0.0532022	0.000516426	0.0637622	0.369112	0.0103516	0.00794479	0.00413433	0.043937	0.0561075	0.0342471	0.0553562	0.00837227	0.0711046	0.0011057	0.240421	0.0136515	0.00750979	0.0359245	0.00849939	0.8659139	1.134086	0.209606	0.466709	0.788404	1.26839	2.14266	4.77086	1.129814	1.309698	0.038009	0.0468997	0.0225535	0.0158931	0.0288914	0.0872433	0.0157864	0.00349468	0.0617456	0.00896224	0.0396449	0.036742	0.00737156	0.00733896	0.00927479	0.00991869	0.00362435	0.0459922	0.0209008	0.0115758	0.00900969	0.00784089	0.00459906	0.0163978	0.00529753	0.000523206	0.00435849	0.0366163	0.00467221	0.0250195	0.0400565	0.00182618	0.0157813	0.000153187	0.0189137	0.109489	0.00307057	0.00235666	0.00122636	0.013033	0.0166431	0.0101587	0.0164203	0.00248346	0.0210917	0.000327982	0.0713159	0.00404943	0.00222762	0.0106562	0.00252117	0.567043	0.432957	3.371212
5184	-2372.909	-2443.679	70.76979	0.0779637	0.0537329	0.0186023	0.0218529	0.0460076	0.0669431	0.0855907	0.0287431	0.021192	0.0165928	0.0577158	0.0749088	0.0090509	0.0130287	0.00314942	0.0189079	0.0101628	0.0577018	0.0422005	0.00714794	0.0236009	0.0193577	0.0083858	0.00170492	0.012479	0.00271374	0.000250314	0.052575	4.62323e-05	0.0184685	0.0220181	0.0055153	0.0241999	0.00599995	0.0150158	0.141216	0.0221416	0.00244962	0.016123	0.019078	0.0236243	0.0173033	0.0443909	0.0105594	0.0175909	0.00192204	0.134766	0.00353294	0.00578387	0.0104438	0.0169973	0.931558	1.068442	0.0961862	0.319199	0.700287	1.42799	3.13284	10.3965	1.693043	1.146941	0.0544649	0.0375374	0.0129954	0.0152663	0.0321406	0.0467659	0.059793	0.0200798	0.0148046	0.0115916	0.0403198	0.0523307	0.00632289	0.00910173	0.00220016	0.0132089	0.00709966	0.04031	0.0294809	0.00499349	0.0164874	0.0135231	0.00585826	0.00119104	0.00871776	0.0018958	0.000174868	0.0367285	3.22975e-05	0.0129019	0.0153817	0.00385294	0.0169059	0.00419152	0.0104899	0.0986524	0.0154679	0.00171128	0.0112634	0.0133278	0.0165037	0.012088	0.0310112	0.0073767	0.0122889	0.00134272	0.0941464	0.00246808	0.00404057	0.00729598	0.0118742	0.534221	0.465779	1.43145
5220	-2365.6	-2435.786	70.18609	0.123838	0.0803642	0.0289161	0.0415204	0.0984812	0.0865866	0.0814636	0.124737	0.0509596	0.0201886	0.069871	0.114577	0.0264685	0.0285302	0.0233284	0.0167947	0.00997632	0.0949638	0.0304668	0.0209523	0.0244386	0.03327	0.0158894	0.00559584	0.024068	0.00884266	0.00131678	0.0803251	0.000634275	0.0348187	0.0420775	0.0339757	0.0347942	0.0127454	0.028223	0.218884	0.0137116	0.0111443	0.0041444	0.00873071	0.0153452	0.0292466	0.0182223	0.051136	0.00499364	9.251e-05	0.168653	0.00930528	0.00464919	0.0269171	0.0148162	0.9844238	1.015576	0.154908	0.402714	0.75295	1.32811	2.48315	6.45546	1.34847	1.031645	0.0574922	0.0373094	0.0134244	0.019276	0.0457203	0.0401982	0.0378199	0.0579097	0.0236582	0.00937267	0.0324379	0.0531928	0.0122881	0.0132453	0.0108303	0.00779701	0.00463155	0.0440874	0.0141444	0.0097272	0.0113457	0.0154458	0.00737674	0.00259789	0.0111737	0.00410524	0.000611321	0.0372913	0.000294465	0.0161647	0.0195347	0.0157734	0.0161534	0.0059171	0.0131027	0.101618	0.00636567	0.00517381	0.00192406	0.00405327	0.00712406	0.0135779	0.00845977	0.0237401	0.00231832	4.29482e-05	0.0782979	0.00432002	0.00215841	0.0124964	0.00687847	0.507788	0.492212	2.153991
5256	-2368.327	-2438.982	70.65572	0.0863926	0.0859498	0.0349817	0.0471116	0.0865886	0.0862893	0.0484364	0.00939856	0.0440989	0.020458	0.0686978	0.0801305	0.0218123	0.0238411	0.00355474	0.0197485	0.0129967	0.0976136	0.0555891	0.0260914	0.0233018	0.0200627	0.0118676	0.000385284	0.012315	0.0106849	0.00245165	0.0440209	0.00376118	0.0145882	0.0407485	0.0237664	0.01621	0.0116502	0.0213793	0.136551	0.011509	0.000786975	0.00353354	0.0025828	0.028662	0.00138969	0.0170939	0.057589	0.0257447	0.00605274	0.148098	0.0121843	0.00717436	0.0123207	0.0107032	0.9317115	1.068288	0.135782	0.377646	0.738004	1.35501	2.64798	7.36473	1.443753	1.146587	0.0508506	0.0505899	0.0205902	0.0277298	0.0509659	0.0507898	0.0285096	0.00553198	0.0259566	0.0120416	0.0404354	0.0471647	0.0128387	0.0140328	0.00209232	0.0116239	0.00764986	0.0574553	0.0327197	0.0153573	0.0137154	0.0118089	0.00698528	0.000226778	0.00724862	0.00628911	0.00144304	0.0259106	0.00221382	0.00858659	0.0239845	0.0139889	0.00954116	0.00685729	0.0125838	0.0803736	0.0067742	0.000463212	0.00207984	0.00152023	0.0168704	0.000817967	0.0100614	0.0338968	0.0151533	0.00356264	0.0871701	0.00717169	0.00422282	0.00725197	0.00629987	0.534144	0.465856	1.69895
5292	-2376.982	-2446.369	69.38621	0.299625	0.100954	0.0560079	0.115554	0.0435929	0.188523	0.0779661	0.00710779	0.0625063	0.0241778	0.0526344	0.0756601	0.0382903	0.0439052	0.00178396	0.00580431	0.0389286	0.0959327	0.0364802	0.0213707	0.0430843	0.0169297	0.00766936	0.000737373	0.0168612	0.00756663	0.0017275	0.0141291	0.00149198	0.0164708	0.0886285	0.0579581	0.00901216	0.00916998	0.0364237	0.253212	0.0123048	0.0115852	0.00963764	0.00590745	0.032333	0.0278253	0.0521846	0.103307	0.0376155	0.021623	0.214626	0.0107544	0.0335041	0.0409108	0.0183192	0.8932585	1.106741	0.176224	0.428849	0.767867	1.30231	2.33182	5.67459	1.255246	1.238994	0.115226	0.0388237	0.0215389	0.0444386	0.0167645	0.0725001	0.0299833	0.00273343	0.024038	0.00929801	0.0202415	0.0290965	0.0147252	0.0168846	0.000686057	0.00223215	0.0149707	0.0368927	0.0140291	0.00821852	0.0165689	0.00651062	0.0029494	0.000283571	0.0064843	0.00290989	0.000664341	0.00543361	0.000573771	0.00633416	0.0340837	0.0222889	0.00346579	0.00352649	0.0140074	0.0973773	0.00473205	0.00445529	0.00370634	0.00227182	0.0124343	0.0107007	0.0200685	0.0397286	0.0144657	0.00831552	0.0825386	0.0041358	0.0128846	0.015733	0.00704499	0.553371	0.446629	2.600316
5328	-2361.845	-2430.693	68.84783	0.111164	0.137058	0.0416913	0.0963585	0.127666	0.115431	0.106284	0.0260464	0.0779138	0.036628	0.0860411	0.0671613	0.0437353	0.0260699	0.00797629	0.0356175	0.0203431	0.108562	0.0444919	0.023361	0.0283973	0.0218876	0.0111124	0.0209953	0.0378179	0.00971285	0.0113174	0.037275	0.0124872	0.0927275	0.0391281	0.0959354	0.00232777	0.00536485	0.0143413	0.261105	0.0130131	0.00871328	0.00855098	0.0180366	0.0437205	0.00889918	0.0700183	0.097615	0.0155659	0.028449	0.384199	0.0119165	0.0195698	0.0438445	0.0318423	0.8602939	1.139706	0.16062	0.409889	0.75711	1.32081	2.43968	6.22588	1.322287	1.324787	0.0390668	0.0481668	0.0146517	0.0338636	0.044866	0.0405664	0.0373517	0.0091536	0.0273816	0.0128723	0.0302377	0.0236028	0.0153701	0.00916185	0.00280314	0.0125172	0.00714925	0.0381524	0.0156359	0.00820983	0.00997979	0.00769203	0.00390528	0.00737845	0.0132905	0.00341342	0.0039773	0.0130997	0.00438843	0.0325876	0.0137509	0.0337149	0.000818058	0.00188539	0.00504002	0.091761	0.00457326	0.00306214	0.0030051	0.00633866	0.0153649	0.00312747	0.0246068	0.0343052	0.0054704	0.00999792	0.135021	0.00418785	0.0068775	0.0154084	0.0111905	0.569853	0.430147	2.845487
5364	-2361.412	-2431.823	70.41117	0.0915819	0.090443	0.0389109	0.0335544	0.0585357	0.107203	0.0539907	0.0277821	0.0667866	0.0405409	0.0995931	0.0868607	0.0289404	0.0307677	0.00630074	0.0173878	0.011177	0.103144	0.0469866	0.0245975	0.0141465	0.0135156	0.0193231	0.0444598	0.0230308	0.0107758	0.00506926	0.0366383	0.000819796	0.0752687	0.0420155	0.0116414	0.00167868	0.0131968	0.031213	0.157128	0.0451201	0.00321143	0.0107965	0.0121972	0.0110527	0.0248518	0.037154	0.0321783	0.0137337	0.0161139	0.149323	0.0258227	0.0105876	0.00344371	0.0179984	0.9809864	1.019014	0.147824	0.393625	0.747607	1.3376	2.54049	6.76481	1.382315	1.038764	0.0462864	0.0457108	0.0196659	0.0169587	0.0295845	0.0541816	0.0272874	0.0140413	0.0337546	0.0204898	0.0503353	0.0439002	0.0146268	0.0155503	0.00318446	0.00878799	0.00564896	0.0521302	0.0237475	0.0124318	0.00714976	0.00683091	0.00976607	0.0224704	0.01164	0.0054462	0.00256205	0.0185174	0.000414333	0.0380415	0.0212351	0.00588367	0.000848423	0.0066698	0.0157754	0.0794142	0.0228041	0.00162309	0.00545664	0.00616461	0.00558613	0.0125603	0.018778	0.0162633	0.00694113	0.00814414	0.0754694	0.013051	0.00535109	0.00174049	0.00909656	0.509507	0.490493	1.978592
5400	-2362.537	-2433.081	70.54439	0.164336	0.0810453	0.0212017	0.0310414	0.0481241	0.0727973	0.0273008	0.0114981	0.0296436	0.0358307	0.0378223	0.138072	0.0113673	0.0171133	0.00629847	0.0281754	0.00610868	0.0501463	0.0380674	0.0188515	0.0142405	0.0153294	0.00836102	0.0523996	0.0264834	0.0018547	0.00598906	0.0293947	0.00315126	0.0304944	0.0281093	0.00205173	0.0121005	0.00024139	0.0265531	0.107673	0.0122528	0.00833688	0.00459652	0.0100778	0.0146741	0.0105753	0.0239748	0.0280717	0.0173275	0.00664546	0.22028	0.0152342	0.00191651	0.00497569	0.0213832	0.9572976	1.042702	0.0964586	0.319639	0.700589	1.42737	3.12852	10.3671	1.690999	1.089214	0.10023	0.0494302	0.0129311	0.0189324	0.0293513	0.0443997	0.016651	0.00701279	0.0180799	0.0218534	0.0230681	0.084211	0.00693299	0.0104375	0.00384149	0.0171844	0.00372573	0.0305846	0.0232176	0.0114977	0.00868537	0.00934953	0.00509946	0.031959	0.0161525	0.0011312	0.00365278	0.0179281	0.00192198	0.0185988	0.0171441	0.00125137	0.00738018	0.000147226	0.016195	0.0656705	0.00747307	0.00508473	0.00280346	0.00614653	0.00894987	0.00644996	0.0146225	0.0171212	0.0105682	0.00405312	0.134351	0.0092915	0.0011689	0.00303471	0.0130418	0.521351	0.478649	1.639591
