Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	stationaryDist[1]	stationaryDist[2]	tree_length
14184	-2369.248	-2439.12	69.87207	0.184873	0.113202	0.0365412	0.055489	0.0934969	0.106566	0.080103	0.00210247	0.0733871	0.0441739	0.0741831	0.057913	0.0221373	0.0229476	0.00745018	0.0383829	0.0200877	0.0563663	0.0426966	0.0373828	0.0285922	0.0300587	0.0185283	0.0265094	0.0184912	0.00350238	0.000649305	0.0137455	0.038476	0.0666964	0.0353244	0.047732	0.0511732	0.0201285	0.0464971	0.0314203	0.0493726	0.043803	0.252108	0.00366649	0.0028687	0.0118298	0.106302	0.049489	0.0164927	0.115197	0.0362833	0.0100806	0.0262344	0.0264721	0.0136924	0.9788034	1.021197	0.177506	0.430368	0.768714	1.30087	2.32359	5.6336	1.250004	1.043311	0.076682	0.0469543	0.0151567	0.0230159	0.038781	0.0442018	0.0332254	0.000872069	0.0304397	0.0183226	0.0307699	0.0240213	0.00918218	0.00951826	0.00309021	0.0159206	0.00833206	0.0233798	0.0177098	0.0155058	0.0118595	0.0124678	0.00768522	0.0109957	0.00766984	0.00145273	0.000269321	0.00570138	0.0159592	0.0276646	0.014652	0.0197984	0.0212258	0.00834897	0.0192862	0.0130326	0.0204789	0.0181688	0.10457	0.0015208	0.00118989	0.0049068	0.0440925	0.0205272	0.00684089	0.0477816	0.0150497	0.00418127	0.0108816	0.0109802	0.00567937	0.510598	0.489402	2.410898
14220	-2369.51	-2440.012	70.50214	0.0802952	0.0854362	0.0668559	0.0500064	0.0616827	0.136501	0.0776388	0.0168042	0.0779154	0.0229384	0.0768239	0.0968057	0.0275336	0.0179154	0.00128235	0.0318896	0.0129056	0.110829	0.0233713	0.012044	0.0178043	0.0269959	0.0106006	0.00826814	0.0181535	0.00155132	0.0130424	0.00584037	0.0230041	0.0342909	0.0379259	0.019178	0.0126693	0.0175167	0.0172326	0.00680664	0.0316397	0.0378351	0.192808	0.00268738	0.00703764	0.0109224	0.0332434	0.0559553	0.00317767	0.14258	0.0280725	0.00399375	0.00334519	0.0216275	0.0114991	0.9922757	1.007724	0.151519	0.398393	0.75042	1.33259	2.51009	6.59985	1.364464	1.015569	0.0412875	0.043931	0.0343771	0.0257131	0.0317171	0.0701883	0.0399216	0.00864067	0.0400639	0.0117948	0.0395026	0.0497772	0.0141577	0.00921202	0.000659378	0.0163975	0.00663603	0.056988	0.0120175	0.00619299	0.00915492	0.0138812	0.00545082	0.00425145	0.00933448	0.000797682	0.00670637	0.0030031	0.0118286	0.0176323	0.0195014	0.00986129	0.00651453	0.00900704	0.00886097	0.00349995	0.016269	0.0194547	0.0991414	0.00138184	0.00361873	0.00561628	0.0170937	0.0287721	0.00163395	0.0733142	0.0144348	0.00205357	0.00172009	0.0111208	0.00591279	0.503862	0.496138	1.94478
14256	-2374.635	-2444.791	70.15581	0.0873589	0.0513637	0.0265009	0.0628687	0.0767268	0.053606	0.0428867	0.000884457	0.0580762	0.0457225	0.062107	0.0777324	0.0179937	0.0146022	0.000212099	0.0294367	0.00767615	0.0485616	0.048216	0.0346223	0.0131365	0.0149809	0.0167947	0.0127716	0.0166662	0.00124621	0.00633809	0.0499323	0.00266516	0.0166019	0.0089408	0.0355547	0.104093	0.0147324	0.0855618	0.00410306	0.0348715	0.00399972	0.013828	0.00707642	0.0319855	0.00254976	0.00783297	0.00395437	0.00508289	0.00231473	0.141462	0.0675674	0.221761	0.0191179	0.0201886	0.8799365	1.120064	0.1036	0.33097	0.708244	1.41194	3.02142	9.65248	1.639352	1.272891	0.0476105	0.0279931	0.014443	0.0342634	0.041816	0.0292152	0.0233732	0.000482028	0.0316514	0.0249187	0.0338482	0.042364	0.00980653	0.00795815	0.000115594	0.016043	0.00418349	0.026466	0.0262776	0.0188691	0.00715937	0.00816459	0.00915309	0.00696048	0.00908303	0.000679185	0.00345425	0.027213	0.00145251	0.00904801	0.00487272	0.0193772	0.0567304	0.00802914	0.046631	0.00223616	0.0190049	0.00217984	0.00753625	0.00385664	0.0174321	0.00138962	0.00426895	0.00215512	0.00277017	0.00126152	0.0770968	0.0368241	0.12086	0.0104192	0.0110028	0.560032	0.439968	1.834868
14292	-2377.901	-2447.573	69.67179	0.187276	0.0616561	0.0294028	0.0434026	0.113354	0.156032	0.0604574	0.00610049	0.0518191	0.0308976	0.0760232	0.134101	0.0291775	0.010768	0.000932226	0.027677	0.0212572	0.0769392	0.0392661	0.0157977	0.0130947	0.0249838	0.00795874	0.0371803	0.0287036	0.00523465	0.0124007	0.0102051	0.0420861	0.0238369	0.020758	0.0244212	0.0366292	0.0140359	0.0274757	0.0307029	0.0302446	0.0274397	0.336715	0.00801976	0.00462831	0.0219571	0.0292375	0.0497606	0.00810342	0.143332	0.0198406	0.00375057	0.0318656	0.0140002	0.0181557	0.8597314	1.140269	0.142679	0.386883	0.743588	1.34483	2.58476	7.00873	1.407929	1.326308	0.082171	0.0270529	0.0129011	0.0190438	0.0497365	0.0684622	0.0265269	0.00267672	0.0227367	0.0135569	0.0333568	0.0588395	0.0128022	0.0047247	0.000409033	0.0121439	0.00932703	0.0337587	0.0172288	0.00693158	0.00574557	0.0109621	0.00349206	0.0163136	0.0125943	0.00229681	0.00544104	0.00447772	0.0184662	0.0104589	0.00910801	0.0107153	0.0160718	0.00615855	0.0120555	0.0134715	0.0132704	0.0120397	0.147741	0.00351884	0.00203077	0.00963411	0.0128285	0.0218335	0.00355554	0.0628898	0.00870546	0.00164564	0.0139817	0.00614286	0.00796619	0.570134	0.429866	2.279095
14328	-2368.978	-2438.938	69.95943	0.118166	0.0767683	0.0474567	0.0200765	0.0552502	0.118074	0.0470033	0.0164754	0.0841194	0.034129	0.0696469	0.0918281	0.0190278	0.0240907	0.000826173	0.024212	0.00529482	0.0127767	0.0358417	0.012653	0.0236498	0.012653	0.011627	0.0439857	0.00988266	0.00521133	0.00693837	0.0573304	0.00498764	0.0607936	0.00923249	0.0137973	0.0910455	0.0267246	0.0394869	5.99122e-05	0.0242148	0.0134618	0.00880708	0.0050156	0.0250552	9.51979e-06	0.00178221	0.00957915	0.0233459	0.0199726	0.217524	0.0484722	0.1869	0.0284552	0.0230616	0.8340365	1.165964	0.118721	0.353708	0.723079	1.38298	2.82719	8.42309	1.540843	1.397977	0.060081	0.0390325	0.0241291	0.0102078	0.0280917	0.0600342	0.0238986	0.00837686	0.0427701	0.0173527	0.0354116	0.0466895	0.00967459	0.0122488	0.000420063	0.0123105	0.00269213	0.00649624	0.0182235	0.00643337	0.0120246	0.00643334	0.00591171	0.0223643	0.00502479	0.00264968	0.00352778	0.0291494	0.00253594	0.0309102	0.00469422	0.00701516	0.0462916	0.013588	0.0200769	3.0462e-05	0.0123119	0.00684458	0.00447792	0.00255016	0.0127392	4.84029e-06	0.000906158	0.00487048	0.0118701	0.010155	0.110599	0.0246454	0.0950286	0.0144679	0.0117256	0.582982	0.417018	1.96678
14364	-2368.001	-2437.754	69.75221	0.160407	0.0905814	0.0724053	0.035644	0.055648	0.188327	0.0480267	0.0795986	0.0678305	0.0300598	0.11938	0.161067	0.0306806	0.0157689	0.00622547	0.0573619	0.0162142	0.0480315	0.0593533	0.0358317	0.0170176	0.0238576	0.0172612	0.0172974	0.0272037	0.0188031	0.00513867	0.0549332	0.00179126	0.0617126	0.0125901	0.0404003	0.0862876	0.00726205	0.0659788	0.00186648	0.0236183	0.0349969	0.0236241	0.0145661	0.0132754	0.000228663	0.00334175	0.0146872	0.0457243	0.00304415	0.232566	0.069861	0.126868	0.0309428	0.0634498	1.072259	0.9277409	0.154411	0.402084	0.752583	1.32876	2.48704	6.47621	1.35079	0.8652208	0.0631861	0.0356811	0.0285213	0.0140406	0.0219204	0.0741841	0.0189183	0.0313549	0.0267192	0.0118409	0.0470254	0.0634462	0.0120855	0.00621157	0.00245229	0.0225955	0.00638698	0.0189202	0.02338	0.0141145	0.00670345	0.00939779	0.00679937	0.00681365	0.0107159	0.00740675	0.00202418	0.0216388	0.000705601	0.0243093	0.00495938	0.0159142	0.0339897	0.00286061	0.0259898	0.000735228	0.00930355	0.0137857	0.00930581	0.00573774	0.00522934	9.0073e-05	0.00131636	0.00578545	0.0180114	0.00119913	0.0916104	0.0275191	0.0499748	0.0121888	0.0249936	0.46387	0.53613	2.538638
14400	-2368.551	-2439.335	70.78369	0.112644	0.0611358	0.0215002	0.0268246	0.0588852	0.0598818	0.0710087	0.019514	0.0440486	0.019182	0.0667619	0.0554406	0.0172908	0.0153016	0.00265311	0.0120736	0.00782724	0.0686489	0.0247845	0.0307401	0.0293037	0.0193535	0.00506119	0.00480697	0.00831762	0.00818649	0.00533576	0.00232405	0.0201282	0.00618426	0.00951275	0.0122257	0.13165	0.0189409	0.0153195	0.00859044	0.0202863	0.0120077	0.0198943	0.00492486	0.0223601	0.00819679	0.000826793	0.0263073	0.11725	0.00123352	0.0165334	0.00213016	0.0373841	0.00192496	0.0148589	0.9514555	1.048544	0.0887456	0.306908	0.691761	1.44559	3.2583	11.2682	1.751259	1.102043	0.0800306	0.0434355	0.0152754	0.0190582	0.0418365	0.0425446	0.05045	0.0138642	0.0312955	0.0136283	0.0474327	0.0393892	0.0122847	0.0108714	0.00188497	0.00857802	0.00556107	0.0487734	0.0176088	0.0218401	0.0208196	0.0137502	0.00359585	0.00341523	0.00590947	0.00581631	0.00379093	0.00165118	0.0143006	0.00439377	0.00675858	0.00868607	0.0935342	0.0134571	0.0108842	0.0061033	0.0144129	0.00853122	0.0141345	0.003499	0.0158863	0.00582362	0.000587417	0.0186907	0.0833032	0.000876389	0.0117466	0.00151342	0.0265605	0.00136764	0.0105569	0.524272	0.475728	1.407507
14436	-2369.666	-2439.848	70.18138	0.11316	0.0990307	0.0300285	0.0276333	0.0662353	0.0649313	0.0414063	0.0261069	0.0689984	0.0174491	0.0379992	0.138079	0.0230748	0.0275643	0.0173692	0.0206833	0.010208	0.0975842	0.0492827	0.034709	0.0234826	0.013817	0.00912395	0.0282219	0.00928804	0.015869	0.00529965	0.00450232	0.005219	0.0466397	0.00805462	0.0290513	0.0520316	0.0206214	0.0421707	0.0196394	0.0241212	0.0168092	0.0105634	0.0127222	0.0256394	2.22869e-05	0.015415	0.00459561	0.021003	0.00345971	0.16183	0.0345537	0.141191	0.0350201	0.000853136	0.8560013	1.143999	0.119465	0.354788	0.723767	1.38166	2.81859	8.37062	1.536324	1.336445	0.0610897	0.0534618	0.0162109	0.0149178	0.0357572	0.0350532	0.0223532	0.0140938	0.0372488	0.00941989	0.0205139	0.074542	0.012457	0.0148806	0.00937675	0.0111659	0.00551081	0.0526809	0.0266053	0.0187377	0.0126771	0.00745911	0.00492557	0.0152356	0.00501415	0.00856689	0.00286102	0.00243058	0.00281748	0.0251785	0.00434829	0.0156834	0.0280893	0.0111325	0.0227659	0.0106023	0.0130218	0.00907447	0.00570268	0.00686808	0.0138414	1.20316e-05	0.0083218	0.00248094	0.0113385	0.00186773	0.0873639	0.0186538	0.0762221	0.0189056	0.000460565	0.571999	0.428001	1.852365
14472	-2369.58	-2439.548	69.96738	0.11979	0.0894594	0.0161318	0.0290571	0.0509635	0.120817	0.0521178	0.0184693	0.0659642	0.0254711	0.122308	0.203824	0.0199556	0.016878	0.000516178	0.0278162	0.0214144	0.0630374	0.044388	0.0189347	0.0521906	0.0159311	0.0110326	0.0270249	0.0138442	0.00418511	0.00384004	0.026674	0.0611266	0.0061533	0.152685	0.023729	0.0073595	0.0138708	0.0613585	0.0175426	0.00729894	0.00708971	0.0537796	0.0219824	0.00288156	0.0113709	0.0123877	0.0341223	0.000371511	0.018263	0.0219899	0.000766291	0.00181093	0.161213	0.0389939	0.8421966	1.157803	0.130759	0.370766	0.733782	1.3628	2.69712	7.64768	1.471013	1.374742	0.0592965	0.0442828	0.00798531	0.0143834	0.0252272	0.0598049	0.0257986	0.00914237	0.0326526	0.0126083	0.0605428	0.100894	0.00987813	0.0083547	0.000255511	0.0137691	0.0106002	0.0312038	0.0219723	0.00937276	0.0258346	0.00788597	0.00546118	0.0133775	0.00685295	0.00207165	0.00190084	0.0132038	0.030258	0.00304591	0.07558	0.011746	0.00364299	0.00686612	0.0303727	0.00868366	0.00361301	0.00350944	0.0266212	0.0108814	0.00142639	0.00562865	0.006132	0.0168907	0.0001839	0.0090403	0.0108851	0.000379318	0.00089642	0.0798011	0.0193022	0.578902	0.421098	2.020182
14508	-2358.717	-2428.344	69.62719	0.181878	0.105809	0.0521906	0.037131	0.10202	0.152559	0.0499778	0.0230567	0.0708722	0.0447573	0.0635546	0.12019	0.0343645	0.0342762	0.000569335	0.0499271	0.0253883	0.0699841	0.048233	0.0360977	0.016813	0.0382404	0.00472874	0.0339842	0.0226475	0.0178922	0.0070252	0.0333966	0.0696013	0.0164153	0.225907	0.0203731	0.0123133	0.0115732	0.0587252	0.0195001	0.0304537	0.0277849	0.065968	0.0276621	0.0400906	0.0430752	0.0239522	0.0319111	0.00142142	0.01107	0.0193076	0.000290517	0.00301213	0.185639	0.0217785	0.9478048	1.052195	0.148939	0.39507	0.748462	1.33607	2.53119	6.71414	1.376879	1.110139	0.0743758	0.0432687	0.0213424	0.0151841	0.0417194	0.0623864	0.0204376	0.00942866	0.028982	0.0183027	0.0259895	0.0491497	0.0140528	0.0140167	0.00023282	0.0204168	0.0103821	0.0286188	0.0197241	0.0147615	0.00687537	0.0156378	0.00193374	0.0138973	0.00926132	0.0073167	0.00287283	0.013657	0.0284623	0.00671277	0.0923806	0.00833122	0.00503533	0.00473265	0.0240147	0.00797422	0.0124535	0.0113622	0.0269765	0.0113119	0.0163944	0.0176148	0.00979482	0.0130495	0.000581265	0.00452687	0.00789553	0.000118802	0.00123176	0.0759139	0.00890595	0.526098	0.473902	2.445389
14544	-2361.958	-2431.811	69.85286	0.135442	0.0724514	0.0332496	0.0342202	0.0956777	0.183097	0.00781746	0.0177197	0.0562984	0.0175823	0.0872586	0.104196	0.0217725	0.0240522	0.000806458	0.0390304	0.0192321	0.0619094	0.0265566	0.015716	0.0133325	0.028676	0.00426729	0.0456481	0.018181	0.00115847	0.0104701	0.0172041	0.0270602	0.0129941	0.249798	0.0214442	0.00501279	0.00944067	0.039554	0.0194036	0.0697425	0.0055993	0.0665373	0.00284344	0.0130393	0.0678279	0.0210919	0.0257885	0.00181437	0.0111525	0.0120391	0.00175116	0.00282137	0.159859	0.0160329	0.8575788	1.142421	0.11469	0.347799	0.719288	1.39026	2.87522	8.71916	1.565822	1.332147	0.0658868	0.0352447	0.0161746	0.0166467	0.0465433	0.0890691	0.00380288	0.00861991	0.0273869	0.00855308	0.0424477	0.0506871	0.0105914	0.0117004	0.000392309	0.0189867	0.00935564	0.0301164	0.0129187	0.0076452	0.00648571	0.0139497	0.00207586	0.0222059	0.00884429	0.000563551	0.00509326	0.00836909	0.0131637	0.00632112	0.121517	0.0104317	0.00243852	0.0045925	0.0192414	0.00943908	0.0339269	0.00272383	0.0323677	0.00138322	0.00634307	0.0329955	0.0102603	0.012545	0.000882616	0.00542525	0.00585651	0.000851868	0.00137248	0.0777651	0.00779933	0.571211	0.428789	2.055671
14580	-2367.416	-2437.296	69.8799	0.126821	0.0920357	0.0303686	0.0639734	0.066438	0.141601	0.000947337	0.00159578	0.0690584	0.0501983	0.0747717	0.128773	0.0265863	0.0290656	0.00222192	0.0495806	0.0156137	0.0837714	0.0250862	0.0600762	0.0283966	0.0270636	0.0136512	0.0509729	0.0241128	0.017177	0.00290332	0.0256779	0.00695849	0.0163851	0.216358	0.0403662	0.0101099	0.0215597	0.0277593	0.0164571	0.046528	0.0386985	0.129889	0.00479203	0.00422432	0.0863011	0.0261697	0.0204496	0.000208762	0.00433208	0.0121085	0.00936521	0.00788899	0.137006	0.0687096	0.9336132	1.066387	0.153776	0.401276	0.75211	1.32959	2.49205	6.50297	1.353773	1.142215	0.0555947	0.0403459	0.0133128	0.0280442	0.0291246	0.0620742	0.000415286	0.000699545	0.0302733	0.0220055	0.0327779	0.0564505	0.0116547	0.0127416	0.000974027	0.0217348	0.00684462	0.0367231	0.0109971	0.0263358	0.0124483	0.0118639	0.00598432	0.0223451	0.0105704	0.00752992	0.00127274	0.0112565	0.00305041	0.00718278	0.0948455	0.0176954	0.00443189	0.00945119	0.0121689	0.00721433	0.0203966	0.0169644	0.0569399	0.00210069	0.00185182	0.037832	0.0114721	0.00896456	9.15153e-05	0.00189906	0.00530803	0.00410545	0.00345832	0.0600595	0.0301204	0.533193	0.466807	2.281165
14616	-2378.376	-2449.248	70.8719	0.0738711	0.0501529	0.00849489	0.0336097	0.0219393	0.0780826	0.0184597	0.00255344	0.026188	0.0136595	0.0649509	0.0721531	0.0138561	0.0215844	0.00212908	0.0211752	0.0155829	0.0723363	0.0255414	0.0252542	0.00700951	0.00676381	0.00580315	0.0434087	0.0210767	0.00142482	0.00467462	0.0111378	0.00769736	0.00332564	0.0980044	0.00930566	0.00524419	0.0124672	0.0130059	0.0299994	0.0407435	0.009864	0.0557722	0.0123763	0.0107057	0.0316137	0.00634455	0.0173086	0.000195546	0.00597938	0.0127852	0.00220147	0.00405359	0.0716359	0.0188782	0.9106321	1.089368	0.0848605	0.30028	0.687065	1.45547	3.33022	11.7841	1.783628	1.196277	0.0594593	0.0403683	0.00683759	0.0270526	0.0176591	0.0628492	0.0148583	0.00205528	0.0210789	0.0109946	0.0522794	0.0580764	0.0111529	0.0173734	0.00171371	0.017044	0.0125428	0.0582239	0.0205584	0.0203273	0.005642	0.00544423	0.00467099	0.0349399	0.0169648	0.00114685	0.00376263	0.00896491	0.00619565	0.00267683	0.0788844	0.00749018	0.00422108	0.0100349	0.0104686	0.0241467	0.0327947	0.00793959	0.0448914	0.00996174	0.00861709	0.0254461	0.00510676	0.0139318	0.000157396	0.00481283	0.0102909	0.00177198	0.00326276	0.0576601	0.0151952	0.544684	0.455316	1.242381
14652	-2363.319	-2432.678	69.3589	0.104809	0.131724	0.0330725	0.0481206	0.0565898	0.146501	0.0760607	0.00915733	0.0437865	0.0518467	0.0698141	0.163086	0.0270086	0.019956	0.0192399	0.0232626	0.0134639	0.115097	0.0420343	0.0194056	0.0164053	0.0312194	0.00479985	0.0304322	0.0186171	0.00300062	0.00678922	0.0239002	0.0249464	0.010996	0.0488091	0.0188221	0.00653391	0.0801084	0.0292575	0.0972263	0.0192711	0.0322002	0.0259831	0.00393386	0.00832652	0.00509535	0.00082428	0.209794	0.0248366	0.00123723	0.000181641	0.0341538	0.0556592	0.012066	0.199983	0.7603109	1.239689	0.132288	0.372876	0.735082	1.36039	2.68186	7.55924	1.462603	1.630503	0.04558	0.057285	0.0143828	0.020927	0.0246102	0.0637114	0.0330779	0.00398241	0.0190422	0.0225475	0.0303613	0.0709239	0.0117457	0.00867861	0.00836721	0.0101166	0.00585529	0.0500544	0.0182802	0.00843927	0.00713448	0.0135769	0.0020874	0.0132346	0.00809635	0.00130493	0.00295255	0.0103939	0.0108489	0.00478204	0.0212265	0.00818551	0.00284152	0.0348382	0.0127237	0.0422825	0.00838076	0.0140035	0.0112997	0.00171079	0.0036211	0.0022159	0.000358469	0.0912369	0.0108011	0.000538058	7.89933e-05	0.0148531	0.0242055	0.00524735	0.0869699	0.619845	0.380155	2.299445
14688	-2363.858	-2433.642	69.78408	0.125011	0.10887	0.0398741	0.0781607	0.0870763	0.0941302	0.0924561	0.0431856	0.0639309	0.0247558	0.0725519	0.128136	0.0355295	0.0166428	0.00656388	0.0238506	0.0219921	0.098843	0.0341069	0.037024	0.0230421	0.00950018	0.0139473	0.0321428	0.0322006	0.000157825	0.00169176	0.0184807	0.0323407	0.00546822	0.101855	0.0243213	0.0139348	0.0948708	0.0440101	0.0645611	0.00389925	0.0043593	0.00566692	0.0169007	0.015725	0.0214367	0.00475434	0.231774	0.0202701	0.0140095	9.7684e-05	0.037732	0.0386431	0.0342877	0.200979	0.9717966	1.028203	0.155054	0.402899	0.753058	1.32792	2.48201	6.44937	1.347787	1.058044	0.0521802	0.0454428	0.0166436	0.0326247	0.0363461	0.0392905	0.0385917	0.0180259	0.0266851	0.0103332	0.0302836	0.0534848	0.0148302	0.00694681	0.0027398	0.00995538	0.00917964	0.0412576	0.0142364	0.015454	0.0096179	0.00396543	0.00582168	0.0134166	0.0134407	6.58771e-05	0.000706149	0.00771396	0.0134992	0.00228246	0.042515	0.0101518	0.00581647	0.0395996	0.0183701	0.0269481	0.00162757	0.0018196	0.0023654	0.00705444	0.00656369	0.00894778	0.00198449	0.0967437	0.00846087	0.00584765	4.07739e-05	0.0157495	0.0161299	0.0143119	0.0838897	0.514102	0.485898	2.395752
14724	-2362.221	-2433.198	70.9774	0.0529688	0.0415385	0.0276875	0.0305112	0.0545211	0.110252	0.0270865	0.0075813	0.0389768	0.015329	0.0396517	0.0437258	0.00978002	0.0185138	0.0055909	0.0213539	0.0138373	0.0594754	0.0241235	0.0145869	0.0210701	0.0156863	0.00541766	0.0269147	0.0126868	0.00169866	0.00466873	0.0156083	0.0203207	0.00360347	0.0331663	0.0178608	0.00842999	0.0392152	0.0260413	0.0417622	0.00179697	0.00357937	0.0196843	0.00476388	0.000215695	0.00104864	0.0124748	0.154843	0.0178537	0.00064785	0.000211981	0.00228277	0.031096	0.0175163	0.0971198	0.9273884	1.072612	0.105956	0.33462	0.710672	1.40712	2.98847	9.43786	1.623093	1.156594	0.0402383	0.0315551	0.0210331	0.0231781	0.0414175	0.0837544	0.0205765	0.00575921	0.0296091	0.0116448	0.0301218	0.0332167	0.00742948	0.0140642	0.00424718	0.0162217	0.0105116	0.0451811	0.0183256	0.0110811	0.0160061	0.0119163	0.00411557	0.020446	0.00963765	0.00129041	0.00354665	0.011857	0.0154368	0.00273741	0.0251951	0.0135682	0.00640392	0.0297902	0.0197825	0.0317251	0.00136508	0.0027191	0.0149533	0.00361892	0.000163855	0.000796606	0.00947659	0.117628	0.0135628	0.000492145	0.000161034	0.00173413	0.0236224	0.0133064	0.073778	0.536306	0.463694	1.316379
14760	-2365.414	-2436.007	70.59296	0.0984337	0.105506	0.0196916	0.0249743	0.0723048	0.108687	0.0574929	0.00388812	0.0711711	0.0351832	0.0280987	0.0708507	0.0333798	0.0136271	0.0031978	0.0212224	0.0135915	0.0698846	0.0314292	0.0182098	0.0484208	0.0159833	0.0105318	0.00543937	0.010527	0.00896295	0.0102581	0.0210926	0.0162886	0.0130441	0.0387868	0.0128906	0.00134404	0.0331372	0.0122203	0.0514713	0.0116335	0.00378329	0.00947915	0.00556566	0.00912479	0.0334039	0.015235	0.162822	0.0264089	0.00100806	0.00605725	0.0143613	0.0204633	0.0246766	0.142271	0.9430556	1.056944	0.120177	0.355816	0.724421	1.38041	2.81044	8.32108	1.532033	1.120766	0.0579869	0.0621532	0.0116002	0.0147122	0.0425945	0.0640272	0.0338688	0.00229047	0.0419266	0.0207263	0.0165528	0.0417378	0.0196639	0.00802767	0.00188381	0.012502	0.00800672	0.0411687	0.0185148	0.0107273	0.0285245	0.00941572	0.00620426	0.00320431	0.00620142	0.00528003	0.00604301	0.0124256	0.00959557	0.00768422	0.0228492	0.00759381	0.000791769	0.019521	0.00719892	0.0303215	0.00685323	0.00222872	0.00558413	0.00327871	0.00537538	0.0196781	0.00897484	0.0959176	0.0155574	0.000593842	0.0035683	0.00846019	0.0120548	0.0145369	0.0838113	0.528472	0.471528	1.697517
14796	-2359.663	-2430.178	70.5151	0.0847108	0.0578653	0.0405705	0.045674	0.0615087	0.141576	0.0752219	0.0202453	0.0560217	0.0389426	0.0702805	0.0870603	0.0145106	0.016091	0.000415316	0.0303949	0.0187193	0.0491984	0.0375529	0.0255543	0.0132232	0.0123891	0.00771737	0.0088251	0.0196853	0.0153171	0.00562897	0.0132321	0.0215245	0.0193986	0.0416769	0.0327449	0.00078787	0.0317199	0.0183214	0.0326448	0.0277493	0.00151625	0.00760281	0.0368244	0.0139551	0.0155951	0.0227103	0.131822	0.0164571	0.000872563	0.00215667	0.00275433	0.0316365	0.0358576	0.148494	0.9401716	1.059828	0.123745	0.36093	0.727653	1.37428	2.77062	8.08114	1.510876	1.127271	0.0480504	0.0328229	0.0230128	0.0259076	0.0348895	0.0803059	0.042668	0.0114837	0.0317771	0.0220894	0.0398652	0.0493831	0.00823082	0.00912728	0.000235579	0.0172408	0.0106181	0.0279067	0.0213011	0.0144952	0.00750061	0.00702746	0.00437752	0.00500585	0.0111661	0.00868833	0.00319291	0.00750566	0.0122093	0.0110035	0.0236403	0.0185739	0.000446903	0.0179924	0.0103924	0.0185171	0.0157402	0.000860063	0.00431253	0.0208879	0.00791571	0.00884601	0.0128819	0.0747735	0.00933497	0.000494943	0.00122333	0.00156233	0.0179452	0.0203395	0.0842303	0.529914	0.470086	1.762956
